valuation_id,loan_id,property_address,property_type,appraised_value,assessed_value,square_footage,year_built,bedrooms,bathrooms,appraisal_date,appraiser_name,appraisal_company
VAL000454,LOAN0001519,2759 Maple Blvd,Multi-Family,103186.63,71399.27,1539,1995,2,2.8,2024-12-14,Mary Gonzalez,Accurate Appraisals Inc
VAL000455,LOAN0001520,3731 Maple Blvd,Townhouse,2434118.91,1890961.14,2078,1986,4,1.2,2024-09-26,Jason Campbell,Premier Appraisers
VAL000456,LOAN0001525,4002 Cedar Blvd,Townhouse,3656317.24,3167522.32,3551,2007,6,1.3,2023-02-05,Joseph Perez,Accurate Appraisals Inc
VAL000457,LOAN0001526,5325 Cedar St,Condo,970195.36,781219.78,3875,1964,2,1.9,2023-10-08,Stephanie Smith,Quality Assessment LLC
VAL000458,LOAN0001527,550 Main Blvd,Commercial,1462069.99,936110.43,803,1950,1,3.5,2024-08-15,Carol Wilson,Quality Assessment LLC
VAL000459,LOAN0001529,9074 Main Blvd,Multi-Family,160991.77,116932.87,4349,1969,2,3.7,2023-07-15,Robert King,Quality Assessment LLC
VAL000460,LOAN0001530,2778 Maple Blvd,Condo,47255.48,33335.42,1645,1951,3,1.9,2024-04-28,David Young,Metro Valuations
VAL000461,LOAN0001532,5985 Cedar Blvd,Townhouse,2074116.2,1796605.17,2469,1982,6,2.5,2023-04-19,Thomas Baker,Accurate Appraisals Inc
VAL000462,LOAN0001533,4806 Oak Ave,Townhouse,2567900.2,2021540.69,3090,2001,4,1.2,2024-09-16,Linda Walker,National Appraisal Co
VAL000463,LOAN0001536,7048 Main St,Single Family,74749.05,59772.74,4438,1952,2,2.1,2024-02-02,Mark Taylor,Quality Assessment LLC
VAL000464,LOAN0001538,6327 Main St,Townhouse,77927.24,54144.75,1348,2018,1,3.6,2023-01-22,Margaret Williams,Premier Appraisers
VAL000465,LOAN0001540,4754 Pine St,Condo,1611924.84,1345266.83,4400,1973,4,3.4,2023-07-16,Michelle Harris,Accurate Appraisals Inc
VAL000466,LOAN0001543,4226 Cedar Ave,Condo,3522426.04,2436772.85,1361,1982,4,2.7,2023-11-11,Melissa Wright,Metro Valuations
VAL000467,LOAN0001547,8326 Oak Blvd,Single Family,13583.09,9442.53,2816,1986,2,3.3,2024-10-06,Margaret Martin,Quality Assessment LLC
VAL000468,LOAN0001549,1453 Pine St,Single Family,1501601.06,1380970.49,1294,1968,3,1.5,2023-08-15,Mary Smith,Quality Assessment LLC
VAL000469,LOAN0001553,6600 Main Blvd,Condo,6330.84,4813.95,4429,1978,6,1.9,2023-01-01,Susan Jackson,National Appraisal Co
VAL000470,LOAN0001557,7641 Main Blvd,Townhouse,1937486.61,1557269.39,4526,1960,2,2.4,2023-02-28,Dorothy Lee,Quality Assessment LLC
VAL000471,LOAN0001563,3237 Pine Ave,Condo,486676.1,402788.28,3890,1988,5,3.6,2023-05-04,Donald Taylor,Premier Appraisers
VAL000472,LOAN0001566,8137 Cedar Blvd,Condo,1965751.85,1370378.46,1362,2020,1,2.8,2023-04-21,Patricia Walker,Premier Appraisers
VAL000473,LOAN0001569,7395 Main Blvd,Multi-Family,936518.28,634115.71,1270,1977,3,3.5,2024-02-25,Deborah Lewis,Quality Assessment LLC
VAL000474,LOAN0001570,2599 Maple Blvd,Townhouse,1525155.14,1103130.9,4034,1967,2,3.7,2023-05-11,Nancy Rodriguez,Accurate Appraisals Inc
VAL000475,LOAN0001572,3594 Cedar Ave,Multi-Family,2147224.96,1981254.22,3790,1995,2,1.7,2024-03-04,Thomas Walker,Quality Assessment LLC
VAL000476,LOAN0001583,1442 Maple Ave,Townhouse,1409124.06,1071804.65,841,1969,4,3.4,2023-08-07,Emily Taylor,Quality Assessment LLC
VAL000477,LOAN0001587,142 Pine Ave,Single Family,7092.86,4899.88,2305,2018,2,3.1,2024-11-07,Daniel Nelson,Metro Valuations
VAL000478,LOAN0001595,6650 Oak Blvd,Commercial,186533.32,148995.21,2149,2001,5,3.7,2023-03-15,Kimberly Thompson,Metro Valuations
VAL000479,LOAN0001596,4988 Cedar Ave,Multi-Family,1085986.14,821645.95,2195,2011,1,2.4,2023-05-12,Kenneth Thompson,Premier Appraisers
VAL000480,LOAN0001598,4730 Oak Ave,Townhouse,105578.88,79696.92,2438,2007,3,3.4,2024-03-15,David Martinez,Metro Valuations
VAL000481,LOAN0001600,6993 Maple St,Condo,1297454.8,880915.04,3218,1969,3,3.8,2024-05-28,William Gonzalez,Metro Valuations
VAL000482,LOAN0001603,5385 Main Ave,Townhouse,2246682.64,1740645.97,1598,1997,5,3.1,2023-02-02,Donna Brown,National Appraisal Co
VAL000483,LOAN0001604,6451 Main Ave,Commercial,627538.16,465512.82,1743,2005,6,3.4,2024-02-29,Mary Lee,Metro Valuations
VAL000484,LOAN0001607,510 Oak Blvd,Townhouse,1561285.32,1291139.82,1169,1971,6,1.2,2024-07-11,Rebecca Scott,National Appraisal Co
VAL000485,LOAN0001608,9818 Maple Ave,Condo,100997.08,87562.62,1222,1973,4,1.2,2023-11-14,Elizabeth Thompson,National Appraisal Co
VAL000486,LOAN0001612,684 Oak Ave,Multi-Family,41504.88,32582.87,864,1959,5,1.1,2023-03-30,Paul Allen,Metro Valuations
VAL000487,LOAN0001613,4255 Pine Blvd,Townhouse,1019894.43,847116.48,1128,2012,1,3.4,2024-02-19,Daniel Gonzalez,National Appraisal Co
VAL000488,LOAN0001616,1474 Main Ave,Townhouse,824676.49,711059.96,3218,1962,6,3.9,2023-10-25,Barbara Jackson,Premier Appraisers
VAL000489,LOAN0001617,1937 Oak Blvd,Commercial,2037037.4,1517662.17,2014,2012,1,1.9,2023-12-26,Ronald Rivera,Premier Appraisers
VAL000490,LOAN0001619,9886 Pine Ave,Townhouse,1106354.1,815242.17,991,2012,2,1.6,2024-10-02,Linda Williams,Accurate Appraisals Inc
VAL000491,LOAN0001620,4644 Pine Blvd,Multi-Family,108108.74,76384.09,3666,1965,1,2.0,2023-06-05,Edward Adams,Accurate Appraisals Inc
VAL000492,LOAN0001622,504 Main Ave,Multi-Family,513340.63,445490.25,4856,1982,2,1.6,2023-02-05,Kevin Torres,Quality Assessment LLC
VAL000493,LOAN0001623,6031 Maple Blvd,Townhouse,130209.69,94108.86,4606,1981,6,2.8,2023-10-15,Michael Martin,Quality Assessment LLC
VAL000494,LOAN0001627,7645 Cedar Blvd,Townhouse,1098739.16,803279.22,2349,1980,5,3.2,2023-12-05,Joseph Clark,National Appraisal Co
VAL000495,LOAN0001628,6540 Cedar Ave,Townhouse,103177.54,71520.95,1534,2020,4,3.9,2024-10-07,Robert Adams,Premier Appraisers
VAL000496,LOAN0001632,8148 Oak Blvd,Single Family,3143982.08,2491405.33,832,1967,6,2.0,2024-08-07,Donna Jackson,Premier Appraisers
VAL000497,LOAN0001634,9827 Maple Ave,Townhouse,2576154.04,1995807.67,4357,2018,2,1.2,2024-03-05,Steven Thomas,Premier Appraisers
VAL000498,LOAN0001637,7708 Cedar St,Single Family,1496928.02,1263987.9,2625,1960,5,2.3,2024-06-07,Nancy Ramirez,Metro Valuations
VAL000499,LOAN0001638,5860 Oak Ave,Single Family,98588.21,69807.76,2894,1976,1,3.1,2024-04-18,Daniel Davis,National Appraisal Co
VAL000500,LOAN0001639,4461 Oak St,Single Family,115347.09,98762.99,4068,1995,2,2.6,2024-01-12,Kimberly Torres,Metro Valuations
VAL000501,LOAN0001642,700 Maple Blvd,Multi-Family,173496.98,133477.66,3859,2017,3,2.5,2024-06-29,Ashley Hall,Quality Assessment LLC
VAL000502,LOAN0001643,112 Maple St,Commercial,1730179.58,1364078.55,846,1977,3,3.3,2023-11-25,Paul Lewis,Metro Valuations
VAL000503,LOAN0001646,3700 Cedar Blvd,Commercial,108168.14,84058.11,1410,1987,6,3.9,2023-01-30,Joshua Thomas,Quality Assessment LLC
VAL000504,LOAN0001648,4142 Main Ave,Single Family,546395.08,354432.89,4199,2021,3,3.8,2024-03-01,John Adams,Quality Assessment LLC
VAL000505,LOAN0001649,8262 Main St,Multi-Family,1926279.88,1549339.14,2336,2008,1,3.8,2023-09-29,Amanda Adams,Premier Appraisers
VAL000506,LOAN0001652,9168 Cedar St,Townhouse,458894.0,354874.96,3943,2020,4,1.6,2024-07-18,Edward Hill,Quality Assessment LLC
VAL000507,LOAN0001656,1923 Pine St,Single Family,765629.22,652561.66,3924,1967,4,3.2,2023-04-28,Rebecca Adams,Premier Appraisers
VAL000508,LOAN0001659,2307 Maple Ave,Single Family,2646638.08,1800051.67,1399,1997,2,1.5,2023-01-17,Edward Jones,National Appraisal Co
VAL000509,LOAN0001661,2357 Oak Blvd,Single Family,596741.53,417334.01,3625,2000,3,2.2,2024-08-14,Kimberly Nelson,Quality Assessment LLC
VAL000510,LOAN0001662,6392 Oak Ave,Multi-Family,2493100.09,2084977.67,2637,1985,2,2.7,2024-05-01,Matthew Taylor,Metro Valuations
VAL000511,LOAN0001664,5659 Maple St,Condo,2657312.21,1888940.95,1378,2021,6,3.6,2024-02-18,Lisa Hall,Quality Assessment LLC
VAL000512,LOAN0001676,3345 Pine Blvd,Townhouse,76967.7,61948.45,1697,1990,3,4.0,2023-04-08,Stephanie Thomas,Quality Assessment LLC
VAL000513,LOAN0001677,4263 Cedar Blvd,Multi-Family,2342916.2,2066825.7,1431,2002,5,3.8,2024-10-03,Linda Gonzalez,National Appraisal Co
VAL000514,LOAN0001679,1397 Maple Blvd,Commercial,186620.34,148855.29,880,2006,1,1.2,2023-04-26,Mark Flores,National Appraisal Co
VAL000515,LOAN0001680,3824 Oak Ave,Multi-Family,2089178.77,1873071.0,3728,1953,3,1.6,2024-03-18,Timothy Martin,Accurate Appraisals Inc
VAL000516,LOAN0001681,2689 Pine St,Townhouse,34889.75,26690.55,4630,1968,2,3.0,2023-08-08,Mark Campbell,Accurate Appraisals Inc
VAL000517,LOAN0001684,5118 Pine Ave,Townhouse,2068236.69,1616992.44,4717,1986,6,2.9,2023-10-07,George Rivera,Accurate Appraisals Inc
VAL000518,LOAN0001688,7785 Oak Ave,Townhouse,62676.06,51773.48,3279,1953,1,2.9,2024-05-20,David Walker,Premier Appraisers
VAL000519,LOAN0001689,9941 Cedar St,Condo,1374779.46,1223167.25,2277,1975,4,3.3,2024-07-27,Amanda Mitchell,Premier Appraisers
VAL000520,LOAN0001691,6486 Main Blvd,Multi-Family,2837848.08,2099972.54,1458,1990,3,2.6,2023-11-09,Andrew Nguyen,Accurate Appraisals Inc
VAL000521,LOAN0001694,7017 Pine Blvd,Commercial,2266335.01,1586107.76,2961,1997,6,3.4,2024-02-16,Paul Rodriguez,Premier Appraisers
VAL000522,LOAN0001695,8293 Oak Ave,Commercial,1970490.06,1387257.24,2558,2009,1,2.5,2023-04-11,Amanda Jackson,Quality Assessment LLC
VAL000523,LOAN0001697,1852 Maple St,Commercial,286170.44,206064.37,3998,2004,4,3.7,2023-02-21,Elizabeth Campbell,Quality Assessment LLC
VAL000524,LOAN0001700,1812 Pine Ave,Multi-Family,148642.81,116446.24,922,1952,5,1.5,2023-04-14,Rebecca Nguyen,Accurate Appraisals Inc
VAL000525,LOAN0001701,5872 Main Blvd,Condo,84326.81,65307.58,1658,2006,5,2.7,2024-12-19,Mark Martin,National Appraisal Co
VAL000526,LOAN0001703,8215 Pine Blvd,Condo,1237551.46,1032579.02,2706,1964,3,2.4,2023-01-19,Daniel Hill,National Appraisal Co
VAL000527,LOAN0001707,1097 Cedar St,Townhouse,957821.85,766062.86,1130,2021,2,1.9,2024-08-02,Andrew Thomas,Quality Assessment LLC
VAL000528,LOAN0001718,9092 Oak Ave,Townhouse,71686.51,49742.57,2122,2020,1,4.0,2023-02-21,Barbara Rivera,Premier Appraisers
VAL000529,LOAN0001723,3757 Main Blvd,Single Family,2384718.52,1797329.78,4199,2015,3,1.3,2023-10-22,Nancy Hill,National Appraisal Co
VAL000530,LOAN0001724,7264 Oak Ave,Townhouse,1484114.65,1289969.15,2347,1990,5,1.0,2023-02-07,Rebecca Nelson,Premier Appraisers
VAL000531,LOAN0001725,3709 Cedar Blvd,Multi-Family,80273.85,62995.4,928,1967,6,1.5,2024-07-22,Karen Lee,Premier Appraisers
VAL000532,LOAN0001732,9584 Maple St,Condo,1116333.9,879672.38,4434,1955,5,2.9,2023-06-25,Timothy Perez,National Appraisal Co
VAL000533,LOAN0001734,8148 Maple Blvd,Condo,961235.82,750709.66,3273,1964,4,3.6,2024-07-20,Donald Allen,Quality Assessment LLC
VAL000534,LOAN0001738,7924 Cedar St,Townhouse,383761.0,283152.03,3999,1979,3,1.4,2023-06-17,Sharon Flores,Accurate Appraisals Inc
VAL000535,LOAN0001744,4352 Main St,Condo,1115221.9,781811.4,4791,1954,6,2.3,2023-02-07,Timothy Taylor,National Appraisal Co
VAL000536,LOAN0001745,3621 Pine Ave,Multi-Family,15585.92,13194.84,4679,1978,6,2.2,2024-09-17,Linda Lopez,Premier Appraisers
VAL000537,LOAN0001747,4348 Oak Blvd,Commercial,136547.26,93373.59,4624,2005,4,1.3,2024-10-05,Joshua Martin,Metro Valuations
VAL000538,LOAN0001763,9480 Cedar Ave,Multi-Family,2512474.74,1914007.16,2225,1955,3,3.0,2024-01-21,Karen Walker,Metro Valuations
VAL000539,LOAN0001765,8343 Maple Blvd,Single Family,1411713.71,983876.3,1332,2006,6,3.3,2024-03-11,Dorothy Moore,Accurate Appraisals Inc
VAL000540,LOAN0001766,4979 Cedar Blvd,Townhouse,105681.52,87706.07,2415,1983,2,1.5,2024-12-02,Mary Rivera,Quality Assessment LLC
VAL000541,LOAN0001769,9593 Maple Blvd,Commercial,1246161.16,893922.13,4688,2010,5,1.7,2024-07-12,Patricia Lopez,Quality Assessment LLC
VAL000542,LOAN0001773,238 Main Blvd,Condo,1433107.68,1307692.52,1433,1973,3,2.8,2023-06-18,Jennifer Moore,National Appraisal Co
VAL000543,LOAN0001774,2932 Cedar St,Condo,351545.73,277702.21,2414,1997,1,2.8,2024-05-02,John Walker,National Appraisal Co
VAL000544,LOAN0001776,2197 Pine St,Commercial,2232593.06,1800343.96,1752,1971,4,3.5,2023-10-27,Ronald Young,Quality Assessment LLC
VAL000545,LOAN0001778,7365 Main Ave,Multi-Family,2993425.53,2376779.85,2168,1951,4,1.2,2024-10-27,Andrew Wilson,Premier Appraisers
VAL000546,LOAN0001782,1690 Oak Ave,Multi-Family,29570.8,23318.31,1373,2003,3,2.6,2023-08-18,Susan Rodriguez,Premier Appraisers
VAL000547,LOAN0001787,4853 Oak St,Commercial,1328312.19,1177682.33,4462,1978,5,3.2,2023-09-25,Sharon Young,Accurate Appraisals Inc
VAL000548,LOAN0001791,5292 Maple Ave,Multi-Family,67590.44,59594.19,3995,2007,1,3.7,2024-06-04,Michelle Jones,National Appraisal Co
VAL000549,LOAN0001794,2175 Pine Ave,Commercial,114478.59,74558.8,2843,2002,1,1.3,2023-02-10,Michelle Anderson,Accurate Appraisals Inc
VAL000550,LOAN0001796,7057 Oak St,Multi-Family,900137.65,734460.43,1566,1954,1,2.0,2023-12-03,Robert Adams,Accurate Appraisals Inc
VAL000551,LOAN0001802,7886 Oak Blvd,Townhouse,984365.46,773189.06,4676,2023,5,3.3,2023-11-04,Ronald Flores,National Appraisal Co
VAL000552,LOAN0001804,5025 Cedar St,Commercial,1920409.77,1522610.99,4149,2016,6,2.3,2023-06-30,Ronald White,National Appraisal Co
VAL000553,LOAN0001807,1628 Main Ave,Multi-Family,42828.13,30868.69,4327,1972,2,2.8,2023-01-21,Charles Hernandez,Metro Valuations
VAL000554,LOAN0001809,2313 Main Ave,Multi-Family,2094028.14,1616135.51,1014,1995,1,1.5,2023-09-22,Barbara Mitchell,Metro Valuations
VAL000555,LOAN0001814,8288 Cedar St,Single Family,20473.08,15129.43,4712,1956,5,3.4,2023-11-12,Emily Harris,Accurate Appraisals Inc
VAL000556,LOAN0001817,8469 Pine St,Townhouse,1384365.17,1090558.47,4281,1974,4,2.0,2024-12-24,Stephanie Gonzalez,Accurate Appraisals Inc
VAL000557,LOAN0001819,1919 Oak St,Condo,2221850.16,1724908.45,4494,1997,2,2.2,2023-11-16,Edward Garcia,Quality Assessment LLC
VAL000558,LOAN0001823,6799 Cedar Blvd,Single Family,240166.14,193818.33,4682,1979,5,1.6,2024-04-14,Deborah Lee,Premier Appraisers
VAL000559,LOAN0001829,5641 Cedar St,Multi-Family,457311.21,389765.95,2357,1962,1,1.3,2023-03-31,Donald Baker,Metro Valuations
VAL000560,LOAN0001830,8416 Pine St,Commercial,135908.9,102329.36,3233,1971,3,3.5,2023-08-26,Michael Martin,National Appraisal Co
VAL000561,LOAN0001832,7286 Main Blvd,Multi-Family,95156.03,70527.59,1832,1980,6,1.9,2024-05-03,Mark Garcia,Accurate Appraisals Inc
VAL000562,LOAN0001839,3422 Maple St,Multi-Family,189339.79,164563.84,2239,1973,6,3.9,2023-10-12,Brian Brown,Metro Valuations
VAL000563,LOAN0001840,5906 Pine Ave,Commercial,976122.19,718648.2,1144,1994,1,1.9,2024-12-03,Sarah Lewis,Accurate Appraisals Inc
VAL000564,LOAN0001842,6541 Pine Ave,Condo,1344249.37,1073502.87,3597,1969,2,2.9,2023-04-30,Timothy Robinson,National Appraisal Co
VAL000565,LOAN0001845,2073 Cedar St,Single Family,692671.6,511646.67,3996,1968,2,2.2,2023-01-20,Timothy Lewis,Metro Valuations
VAL000566,LOAN0001847,7463 Pine Ave,Multi-Family,179774.13,140901.95,1441,1952,2,2.6,2023-08-20,Brian Harris,Premier Appraisers
VAL000567,LOAN0001848,7845 Oak St,Townhouse,1114983.58,815739.6,1139,2003,5,2.7,2023-10-09,Andrew Gonzalez,Quality Assessment LLC
VAL000568,LOAN0001852,4532 Oak Blvd,Commercial,1008112.83,799916.1,4128,1982,5,1.7,2023-11-02,Melissa Green,Accurate Appraisals Inc
VAL000569,LOAN0001860,8561 Pine Blvd,Townhouse,472063.02,390810.23,2950,1980,4,2.8,2023-02-26,Elizabeth Rivera,Metro Valuations
VAL000570,LOAN0001861,9059 Oak Ave,Townhouse,86209.77,67514.17,947,2009,1,1.0,2023-12-11,Daniel Wright,Quality Assessment LLC
VAL000571,LOAN0001862,1765 Main Ave,Single Family,207631.72,152263.56,1696,1986,1,3.7,2024-06-15,Betty Adams,Quality Assessment LLC
VAL000572,LOAN0001863,2892 Main St,Condo,87580.57,75892.96,4663,2012,2,2.2,2024-12-12,Brian Flores,National Appraisal Co
VAL000573,LOAN0001868,7254 Maple Blvd,Condo,1601247.61,1293183.86,2676,1989,6,1.3,2024-06-11,Kimberly Lee,National Appraisal Co
VAL000574,LOAN0001869,1675 Cedar St,Commercial,10709.34,8524.8,948,1999,2,2.9,2024-08-16,Betty Nelson,National Appraisal Co
VAL000575,LOAN0001870,1662 Cedar St,Commercial,3493541.26,2659314.96,2313,1954,3,1.8,2024-11-27,Daniel Miller,Metro Valuations
VAL000576,LOAN0001872,682 Main Blvd,Multi-Family,1273845.33,1066922.07,2015,1988,5,2.9,2023-08-28,Mary Jackson,Accurate Appraisals Inc
VAL000577,LOAN0001873,897 Oak Blvd,Multi-Family,118631.72,87988.79,2560,2022,5,3.7,2023-10-26,Lisa Hernandez,Quality Assessment LLC
VAL000578,LOAN0001875,6509 Pine St,Townhouse,2202875.28,1975515.17,4582,1951,5,2.3,2024-01-08,Edward Miller,Quality Assessment LLC
VAL000579,LOAN0001879,9133 Oak St,Commercial,1185011.63,966501.53,2444,1990,1,1.2,2023-01-27,Susan Scott,Metro Valuations
VAL000580,LOAN0001880,4784 Maple Ave,Commercial,2358178.31,2050991.53,3211,1990,5,2.3,2023-03-18,Sharon Johnson,Quality Assessment LLC
VAL000581,LOAN0001881,9727 Maple Ave,Single Family,696306.88,593765.39,2081,2021,5,2.4,2024-01-28,Mary Davis,Quality Assessment LLC
VAL000582,LOAN0001883,1754 Oak St,Condo,450031.19,347125.09,1436,1989,1,1.2,2024-07-18,Mark Thomas,Metro Valuations
VAL000583,LOAN0001897,6870 Oak St,Townhouse,2117810.32,1740466.52,4326,1980,5,2.0,2024-07-01,Andrew Green,Accurate Appraisals Inc
VAL000584,LOAN0001900,9144 Main Ave,Multi-Family,3180506.97,2429832.39,2214,2011,6,1.5,2023-04-20,Michelle Hall,National Appraisal Co
VAL000585,LOAN0001905,4562 Main St,Condo,1859555.89,1512736.24,2200,1965,2,2.8,2024-08-05,Charles Williams,Quality Assessment LLC
VAL000586,LOAN0001906,8597 Cedar Ave,Single Family,2364440.92,1956952.95,1618,1962,3,3.7,2023-10-03,Kenneth Harris,Quality Assessment LLC
VAL000587,LOAN0001909,2040 Main Blvd,Townhouse,2245952.54,1719418.19,3065,2006,5,1.7,2024-12-13,Barbara Miller,Quality Assessment LLC
VAL000588,LOAN0001911,6089 Oak Ave,Multi-Family,1536893.2,1251239.93,3223,1983,6,3.9,2023-10-20,Daniel Green,Accurate Appraisals Inc
VAL000589,LOAN0001917,9092 Oak St,Townhouse,13677.33,11297.76,1653,1965,6,2.8,2024-05-06,Elizabeth Williams,National Appraisal Co
VAL000590,LOAN0001918,8349 Main Blvd,Commercial,32290.75,22475.51,1720,1999,3,2.4,2023-07-14,Carol Walker,Premier Appraisers
VAL000591,LOAN0001919,9831 Maple St,Multi-Family,110385.41,79974.51,2514,1997,4,3.5,2024-03-05,Jennifer Sanchez,National Appraisal Co
VAL000592,LOAN0001920,5699 Pine Ave,Commercial,69191.28,53264.63,2459,2002,5,1.9,2023-05-07,William Johnson,Quality Assessment LLC
VAL000593,LOAN0001921,7923 Main Blvd,Single Family,2895559.05,1904928.83,3823,1960,6,1.2,2023-03-17,Ronald Rivera,Accurate Appraisals Inc
VAL000594,LOAN0001922,5835 Maple St,Condo,313524.87,213196.72,2781,1957,6,2.6,2024-08-19,Donald Williams,Accurate Appraisals Inc
VAL000595,LOAN0001925,303 Cedar St,Multi-Family,149772.61,106144.32,4082,1999,4,2.8,2024-11-07,Andrew Brown,Premier Appraisers
VAL000596,LOAN0001927,4777 Oak St,Multi-Family,2739202.44,2010494.7,3393,2019,3,3.2,2023-07-10,Andrew Torres,Accurate Appraisals Inc
VAL000597,LOAN0001931,6776 Pine Ave,Multi-Family,26198.82,17965.11,2183,1966,1,2.6,2023-05-08,Karen Young,Accurate Appraisals Inc
VAL000598,LOAN0001933,8783 Main Ave,Single Family,49631.64,37157.03,4012,1992,5,2.7,2023-07-14,Jessica Allen,Premier Appraisers
VAL000599,LOAN0001941,5302 Cedar Blvd,Single Family,162642.17,116076.73,4216,1955,6,3.8,2024-03-15,James Lopez,Premier Appraisers
VAL000600,LOAN0001944,2207 Main Blvd,Commercial,104341.56,70110.47,2183,2016,2,2.5,2024-03-05,Kimberly Nguyen,Premier Appraisers
VAL000601,LOAN0001945,9464 Cedar St,Multi-Family,2224118.52,1558930.95,1872,2015,1,3.2,2023-06-29,Donna Thompson,Accurate Appraisals Inc
VAL000602,LOAN0001946,5227 Pine St,Single Family,2075829.74,1523817.3,976,1983,1,2.6,2024-12-24,Paul White,Premier Appraisers
VAL000603,LOAN0001952,9983 Cedar Blvd,Commercial,2513985.15,1968797.89,4221,1976,1,2.8,2023-02-04,Amanda Lopez,National Appraisal Co
VAL000604,LOAN0001955,3557 Main St,Multi-Family,94859.9,65874.43,2010,1964,5,1.7,2024-10-31,Andrew Torres,Metro Valuations
VAL000605,LOAN0001961,3972 Cedar Ave,Multi-Family,308434.19,217312.46,3520,1996,6,2.3,2024-05-26,Elizabeth Rodriguez,Metro Valuations
VAL000606,LOAN0001963,4593 Maple St,Commercial,1318731.71,928815.79,2288,2017,6,2.1,2024-06-01,Betty Baker,National Appraisal Co
VAL000607,LOAN0001969,2787 Maple St,Multi-Family,2070193.81,1634959.47,4997,1961,2,2.0,2023-04-05,Patricia Torres,National Appraisal Co
VAL000608,LOAN0001970,2502 Pine Ave,Townhouse,2956917.25,2346283.43,2516,1958,1,1.1,2024-05-07,Sandra Campbell,Accurate Appraisals Inc
VAL000609,LOAN0001975,1186 Cedar Ave,Condo,529452.75,366555.09,1841,1992,4,1.5,2023-11-05,Karen Perez,Quality Assessment LLC
VAL000610,LOAN0001979,1408 Oak Blvd,Townhouse,90551.31,61245.5,2829,1953,5,2.5,2024-08-08,John Lewis,National Appraisal Co
VAL000611,LOAN0001984,8795 Oak Blvd,Multi-Family,2091899.43,1795259.02,3035,1972,4,2.9,2024-11-30,Robert Clark,Metro Valuations
VAL000612,LOAN0001985,793 Pine Blvd,Condo,3115913.52,2720482.01,4110,2011,6,2.0,2024-02-24,Michael Rodriguez,Quality Assessment LLC
VAL000613,LOAN0001986,1054 Pine Ave,Townhouse,1535761.97,1134893.72,2004,2021,5,1.6,2024-12-01,Paul Moore,Quality Assessment LLC
VAL000614,LOAN0001987,1408 Cedar Blvd,Commercial,469126.54,320696.18,4551,2018,6,1.4,2023-09-26,Elizabeth King,Quality Assessment LLC
VAL000615,LOAN0001991,6372 Main St,Multi-Family,33244.22,24886.53,3561,1991,4,2.3,2024-08-31,David Jones,Premier Appraisers
VAL000616,LOAN0001993,4910 Cedar St,Condo,1558679.36,1296352.22,3226,1957,4,3.9,2024-07-17,Rebecca Perez,Metro Valuations
VAL000617,LOAN0002000,3080 Main Ave,Single Family,72674.61,50376.73,4029,1954,3,2.6,2024-05-16,Robert Anderson,Premier Appraisers
VAL000618,LOAN0002002,570 Maple Ave,Single Family,841247.55,692924.9,941,2017,1,2.5,2023-12-11,Mark Rodriguez,Accurate Appraisals Inc
VAL000619,LOAN0002006,8716 Cedar St,Commercial,1860220.21,1570074.6,3499,1965,1,1.0,2024-01-25,Karen Nguyen,Metro Valuations
VAL000620,LOAN0002012,5165 Pine Blvd,Townhouse,1000365.23,797865.05,2669,1959,5,1.0,2024-07-17,Sharon Walker,Metro Valuations
VAL000621,LOAN0002022,4531 Pine St,Multi-Family,19738.22,14223.61,1093,2020,2,2.2,2024-03-31,Thomas Ramirez,Accurate Appraisals Inc
VAL000622,LOAN0002024,1361 Maple St,Multi-Family,49404.72,38975.87,4271,2017,2,2.6,2023-07-22,James Smith,Quality Assessment LLC
VAL000623,LOAN0002028,3961 Pine Blvd,Townhouse,49225.9,37292.94,2799,1986,4,2.0,2023-09-25,Betty Davis,Metro Valuations
VAL000624,LOAN0002029,8538 Cedar Blvd,Townhouse,2042068.99,1409327.9,2317,1977,4,1.2,2024-12-03,Sarah Mitchell,National Appraisal Co
VAL000625,LOAN0002033,8587 Pine Blvd,Multi-Family,1118169.06,968261.0,2338,2020,1,3.4,2024-09-14,Ashley Ramirez,National Appraisal Co
VAL000626,LOAN0002036,9820 Pine St,Townhouse,3071869.04,2327174.95,3702,1961,2,2.5,2024-03-24,Jessica White,Premier Appraisers
VAL000627,LOAN0002042,9386 Cedar Blvd,Commercial,110913.02,87939.05,3774,1956,5,1.4,2023-09-27,Anthony Harris,Metro Valuations
VAL000628,LOAN0002045,6734 Maple Ave,Multi-Family,1989329.29,1405575.93,4208,1952,3,1.5,2024-12-18,Deborah Rodriguez,Accurate Appraisals Inc
VAL000629,LOAN0002047,2013 Cedar St,Single Family,92007.28,70870.04,4137,1969,4,2.5,2024-10-15,Stephanie Rodriguez,Quality Assessment LLC
VAL000630,LOAN0002049,1930 Main Blvd,Multi-Family,669833.84,546924.29,4895,1999,6,2.0,2023-06-22,Robert Mitchell,National Appraisal Co
VAL000631,LOAN0002050,8463 Maple Blvd,Condo,125064.9,87058.98,2533,1954,2,1.4,2024-02-09,Anthony Perez,Quality Assessment LLC
VAL000632,LOAN0002053,8173 Pine Ave,Condo,1737208.77,1251237.61,3194,2001,5,3.6,2024-03-30,Patricia Hernandez,Metro Valuations
VAL000633,LOAN0002055,8255 Maple St,Commercial,110103.07,89890.18,3129,1985,6,2.9,2023-04-25,Melissa Sanchez,Premier Appraisers
